,name,JASPAR,cluster
389,Pou5f1b,JASPAR_vertebrates_CORE_MA0792.1_n75,78
390,Pou6f2,JASPAR_vertebrates_CORE_MA0793.2_n575,55
391,Prox1,JASPAR_vertebrates_CORE_MA0794.1_n76,72
392,Smad3,JASPAR_vertebrates_CORE_MA0795.1_n77,49
393,Tgif1,JASPAR_vertebrates_CORE_MA0796.1_n78,87
394,Tgif2,JASPAR_vertebrates_CORE_MA0797.1_n79,87
395,Rfx3,JASPAR_vertebrates_CORE_MA0798.3_n158,120
396,Rfx4,JASPAR_vertebrates_CORE_MA0799.3_n592,126
397,Eomes,JASPAR_vertebrates_CORE_MA0800.2_n278,44
398,Mga,JASPAR_vertebrates_CORE_MA0801.1_n81,44
399,Tbr1,JASPAR_vertebrates_CORE_MA0802.2_n632,44
400,Tbx15,JASPAR_vertebrates_CORE_MA0803.1_n82,44
401,Tbx19,JASPAR_vertebrates_CORE_MA0804.2_n634,119
402,Tbx1,JASPAR_vertebrates_CORE_MA0805.1_n83,44
403,Tbx4,JASPAR_vertebrates_CORE_MA0806.1_n84,44
404,Tbx5,JASPAR_vertebrates_CORE_MA0807.1_n85,44
405,Tead3,JASPAR_vertebrates_CORE_MA0808.1_n86,136
406,Tead4,JASPAR_vertebrates_CORE_MA0809.3_n644,136
407,Tfap2a,JASPAR_vertebrates_CORE_MA0810.2_n645,42
408,Tfap2b,JASPAR_vertebrates_CORE_MA0811.2_n647,42
409,Tfap2b,JASPAR_vertebrates_CORE_MA0812.2_n648,92
410,Tfap2b,JASPAR_vertebrates_CORE_MA0813.1_n87,42
411,Tfap2c,JASPAR_vertebrates_CORE_MA0814.3_n650,92
412,Tfap2c,JASPAR_vertebrates_CORE_MA0815.1_n88,42
413,Ascl2,JASPAR_vertebrates_CORE_MA0816.1_n89,39
414,Bhlhe23,JASPAR_vertebrates_CORE_MA0817.2_n228,45
415,Bhlhe22,JASPAR_vertebrates_CORE_MA0818.2_n159,45
416,Clock,JASPAR_vertebrates_CORE_MA0819.3_n239,21
417,Figla,JASPAR_vertebrates_CORE_MA0820.2_n297,34
418,Hes5,JASPAR_vertebrates_CORE_MA0821.2_n160,46
419,Hes7,JASPAR_vertebrates_CORE_MA0822.1_n90,46
420,Hey1,JASPAR_vertebrates_CORE_MA0823.1_n91,46
421,Mnt,JASPAR_vertebrates_CORE_MA0825.2_n491,21
422,Olig1,JASPAR_vertebrates_CORE_MA0826.1_n92,45
423,Olig3,JASPAR_vertebrates_CORE_MA0827.1_n93,45
424,Srebf2,JASPAR_vertebrates_CORE_MA0828.3_n287,101
425,Srebf1,JASPAR_vertebrates_CORE_MA0829.3_n626,101
426,Tcf4,JASPAR_vertebrates_CORE_MA0830.3_n638,34
427,Tfe3,JASPAR_vertebrates_CORE_MA0831.3_n161,101
428,Tcf21,JASPAR_vertebrates_CORE_MA0832.2_n868,39
429,Atf4,JASPAR_vertebrates_CORE_MA0833.3_n212,25
430,Atf7,JASPAR_vertebrates_CORE_MA0834.2_n214,81
431,Batf3,JASPAR_vertebrates_CORE_MA0835.3_n225,116
432,Cebpd,JASPAR_vertebrates_CORE_MA0836.3_n236,66
433,Cebpe,JASPAR_vertebrates_CORE_MA0837.3_n237,66
434,Cebpg,JASPAR_vertebrates_CORE_MA0838.1_n94,66
435,Creb3l1,JASPAR_vertebrates_CORE_MA0839.2_n242,107
436,Creb5,JASPAR_vertebrates_CORE_MA0840.2_n770,81
437,Nfe2,JASPAR_vertebrates_CORE_MA0841.2_n472,89
438,Nrl,JASPAR_vertebrates_CORE_MA0842.3_n544,80
439,Tef,JASPAR_vertebrates_CORE_MA0843.2_n288,138
440,Xbp1,JASPAR_vertebrates_CORE_MA0844.2_n675,107
441,Foxb1,JASPAR_vertebrates_CORE_MA0845.1_n95,134
442,Foxc2,JASPAR_vertebrates_CORE_MA0846.2_n359,134
443,Foxd2,JASPAR_vertebrates_CORE_MA0847.4_n361,41
444,Foxo4,JASPAR_vertebrates_CORE_MA0848.1_n97,5
445,Foxo6,JASPAR_vertebrates_CORE_MA0849.1_n98,5
446,Foxp3,JASPAR_vertebrates_CORE_MA0850.1_n99,5
447,Foxj3,JASPAR_vertebrates_CORE_MA0851.2_n786,5
448,Foxk1,JASPAR_vertebrates_CORE_MA0852.3_n368,5
449,Alx4,JASPAR_vertebrates_CORE_MA0853.2_n757,2
450,Alx1,JASPAR_vertebrates_CORE_MA0854.2_n756,115
451,Rxrb,JASPAR_vertebrates_CORE_MA0855.1_n100,65
452,Rxrg,JASPAR_vertebrates_CORE_MA0856.1_n101,65
453,Rarb,JASPAR_vertebrates_CORE_MA0857.1_n102,3
454,Rarb,JASPAR_vertebrates_CORE_MA0858.1_n103,6
455,Rarg,JASPAR_vertebrates_CORE_MA0859.2_n847,3
456,Rarg,JASPAR_vertebrates_CORE_MA0860.1_n104,6
457,Tp73,JASPAR_vertebrates_CORE_MA0861.2_n664,137
458,Gmeb2,JASPAR_vertebrates_CORE_MA0862.1_n107,123
459,Mtf1,JASPAR_vertebrates_CORE_MA0863.1_n108,14
460,E2f2,JASPAR_vertebrates_CORE_MA0864.3_n262,100
461,E2f8,JASPAR_vertebrates_CORE_MA0865.3_n267,79
462,Sox21,JASPAR_vertebrates_CORE_MA0866.1_n110,57
463,Sox4,JASPAR_vertebrates_CORE_MA0867.3_n617,13
464,Sox8,JASPAR_vertebrates_CORE_MA0868.3_n618,143
465,Sox11,JASPAR_vertebrates_CORE_MA0869.3_n855,13
466,Sox1,JASPAR_vertebrates_CORE_MA0870.1_n111,57
467,Tfec,JASPAR_vertebrates_CORE_MA0871.3_n657,59
468,Tfap2a,JASPAR_vertebrates_CORE_MA0872.1_n112,42
469,Hoxd12,JASPAR_vertebrates_CORE_MA0873.2_n435,104
470,Arx,JASPAR_vertebrates_CORE_MA0874.2_n762,2
471,Barx1,JASPAR_vertebrates_CORE_MA0875.2_n220,106
472,Bsx,JASPAR_vertebrates_CORE_MA0876.2_n231,106
473,Barhl1,JASPAR_vertebrates_CORE_MA0877.4_n218,124
474,Cdx1,JASPAR_vertebrates_CORE_MA0878.3_n162,10
475,Dlx1,JASPAR_vertebrates_CORE_MA0879.3_n254,86
476,Dlx3,JASPAR_vertebrates_CORE_MA0880.2_n774,86
477,Dlx4,JASPAR_vertebrates_CORE_MA0881.2_n775,86
478,Dlx6,JASPAR_vertebrates_CORE_MA0882.2_n255,86
479,Dmbx1,JASPAR_vertebrates_CORE_MA0883.2_n777,96
480,Duxa,JASPAR_vertebrates_CORE_MA0884.2_n163,47
481,Dlx2,JASPAR_vertebrates_CORE_MA0885.3_n773,95
482,Emx2,JASPAR_vertebrates_CORE_MA0886.2_n292,106
483,Evx1,JASPAR_vertebrates_CORE_MA0887.2_n327,106
484,Evx2,JASPAR_vertebrates_CORE_MA0888.2_n328,106
485,Gbx1,JASPAR_vertebrates_CORE_MA0889.2_n383,125
486,Gbx2,JASPAR_vertebrates_CORE_MA0890.2_n384,86
487,Gsc2,JASPAR_vertebrates_CORE_MA0891.2_n394,112
488,Gsx1,JASPAR_vertebrates_CORE_MA0892.2_n395,106
489,Gsx2,JASPAR_vertebrates_CORE_MA0893.3_n396,141
490,Hesx1,JASPAR_vertebrates_CORE_MA0894.2_n401,86
491,Hmbox1,JASPAR_vertebrates_CORE_MA0895.2_n407,18
492,Hmx1,JASPAR_vertebrates_CORE_MA0896.2_n796,95
493,Hmx2,JASPAR_vertebrates_CORE_MA0897.2_n797,62
494,Hmx3,JASPAR_vertebrates_CORE_MA0898.2_n798,95
495,Hoxa10,JASPAR_vertebrates_CORE_MA0899.2_n412,10
496,Hoxa2,JASPAR_vertebrates_CORE_MA0900.3_n325,106
497,Hoxb13,JASPAR_vertebrates_CORE_MA0901.3_n251,10
498,Hoxb2,JASPAR_vertebrates_CORE_MA0902.3_n417,106
499,Hoxb3,JASPAR_vertebrates_CORE_MA0903.2_n419,106
500,Hoxb5,JASPAR_vertebrates_CORE_MA0904.3_n421,106
501,Hoxc10,JASPAR_vertebrates_CORE_MA0905.2_n426,104
502,Hoxc12,JASPAR_vertebrates_CORE_MA0906.2_n428,104
503,Hoxc13,JASPAR_vertebrates_CORE_MA0907.2_n429,104
504,Hoxd11,JASPAR_vertebrates_CORE_MA0908.2_n434,104
505,Hoxd13,JASPAR_vertebrates_CORE_MA0909.4_n801,10
506,Hoxd8,JASPAR_vertebrates_CORE_MA0910.3_n438,141
507,Hoxa11,JASPAR_vertebrates_CORE_MA0911.2_n800,104
508,Hoxd3,JASPAR_vertebrates_CORE_MA0912.2_n140,141
509,Hoxd9,JASPAR_vertebrates_CORE_MA0913.3_n439,10
510,Isl2,JASPAR_vertebrates_CORE_MA0914.2_n446,95
511,Hes1,JASPAR_vertebrates_CORE_MA1099.3_n399,46
512,Ascl1,JASPAR_vertebrates_CORE_MA1100.3_n208,7
513,Bach2,JASPAR_vertebrates_CORE_MA1101.3_n216,89
514,Ctcfl,JASPAR_vertebrates_CORE_MA1102.3_n249,64
515,Foxk2,JASPAR_vertebrates_CORE_MA1103.3_n369,5
516,Gata6,JASPAR_vertebrates_CORE_MA1104.3_n382,99
517,Grhl2,JASPAR_vertebrates_CORE_MA1105.3_n392,61
518,Hif1a,JASPAR_vertebrates_CORE_MA1106.2_n404,133
519,Klf9,JASPAR_vertebrates_CORE_MA1107.3_n461,77
520,Mxi1,JASPAR_vertebrates_CORE_MA1108.3_n496,63
521,Neurod1,JASPAR_vertebrates_CORE_MA1109.2_n503,29
522,Nr1h4,JASPAR_vertebrates_CORE_MA1110.3_n830,103
523,Nr2f2,JASPAR_vertebrates_CORE_MA1111.2_n537,103
524,Nr4a1,JASPAR_vertebrates_CORE_MA1112.3_n540,54
525,Pbx2,JASPAR_vertebrates_CORE_MA1113.3_n557,146
526,Pbx3,JASPAR_vertebrates_CORE_MA1114.2_n558,9
527,Pou5f1,JASPAR_vertebrates_CORE_MA1115.2_n572,78
528,Rbpj,JASPAR_vertebrates_CORE_MA1116.2_n588,51
529,Relb,JASPAR_vertebrates_CORE_MA1117.2_n589,16
530,Six1,JASPAR_vertebrates_CORE_MA1118.2_n605,108
531,Six2,JASPAR_vertebrates_CORE_MA1119.2_n606,108
532,Sox13,JASPAR_vertebrates_CORE_MA1120.2_n614,143
533,Tead2,JASPAR_vertebrates_CORE_MA1121.2_n643,136
534,Tfdp1,JASPAR_vertebrates_CORE_MA1122.2_n655,79
535,Twist1,JASPAR_vertebrates_CORE_MA1123.3_n666,29
536,Znf24,JASPAR_vertebrates_CORE_MA1124.1_n113,62
537,Znf384,JASPAR_vertebrates_CORE_MA1125.2_n715,50
538,Fos::jun,JASPAR_vertebrates_CORE_MA1126.2_n336,81
539,Fosb::jun,JASPAR_vertebrates_CORE_MA1127.1_n115,81
540,Fosl1::jun,JASPAR_vertebrates_CORE_MA1128.2_n345,89
541,Fosl1::jun,JASPAR_vertebrates_CORE_MA1129.1_n116,81
542,Fosl2::jun,JASPAR_vertebrates_CORE_MA1130.2_n350,89
543,Fosl2::jun,JASPAR_vertebrates_CORE_MA1131.2_n351,81
544,Jun::junb,JASPAR_vertebrates_CORE_MA1132.2_n449,89
545,Jun::junb,JASPAR_vertebrates_CORE_MA1133.2_n450,81
546,Fos::junb,JASPAR_vertebrates_CORE_MA1134.2_n337,89
547,Fosb::junb,JASPAR_vertebrates_CORE_MA1135.2_n343,89
548,Fosb::junb,JASPAR_vertebrates_CORE_MA1136.1_n117,81
549,Fosl1::junb,JASPAR_vertebrates_CORE_MA1137.2_n346,89
550,Fosl2::junb,JASPAR_vertebrates_CORE_MA1138.2_n352,89
551,Fosl2::junb,JASPAR_vertebrates_CORE_MA1139.2_n353,81
552,Junb,JASPAR_vertebrates_CORE_MA1140.3_n338,81
553,Fos::jund,JASPAR_vertebrates_CORE_MA1141.2_n340,89
554,Fosl1::jund,JASPAR_vertebrates_CORE_MA1142.2_n347,89
555,Fosl1::jund,JASPAR_vertebrates_CORE_MA1143.2_n348,147
556,Fosl2::jund,JASPAR_vertebrates_CORE_MA1144.2_n354,89
557,Fosl2::jund,JASPAR_vertebrates_CORE_MA1145.2_n355,81
558,Nr1h4::rxra,JASPAR_vertebrates_CORE_MA1146.2_n529,117
559,Nr4a2::rxra,JASPAR_vertebrates_CORE_MA1147.2_n542,117
560,Ppara::rxra,JASPAR_vertebrates_CORE_MA1148.2_n576,65
561,Rara::rxrg,JASPAR_vertebrates_CORE_MA1149.2_n583,6
562,Rorb,JASPAR_vertebrates_CORE_MA1150.2_n597,76
563,Rorc,JASPAR_vertebrates_CORE_MA1151.2_n598,76
564,Sox15,JASPAR_vertebrates_CORE_MA1152.2_n616,143
565,Smad4,JASPAR_vertebrates_CORE_MA1153.2_n854,30
566,Znf282,JASPAR_vertebrates_CORE_MA1154.2_n707,128
567,Zscan4,JASPAR_vertebrates_CORE_MA1155.1_n114,14
568,Irf3,JASPAR_vertebrates_CORE_MA1418.2_n442,130
569,Irf4,JASPAR_vertebrates_CORE_MA1419.2_n443,130
570,Irf5,JASPAR_vertebrates_CORE_MA1420.1_n118,130
571,Tcf7l1,JASPAR_vertebrates_CORE_MA1421.1_n119,91
572,Argfx,JASPAR_vertebrates_CORE_MA1463.2_n206,115
573,Arnt2,JASPAR_vertebrates_CORE_MA1464.2_n207,59
574,Atf6,JASPAR_vertebrates_CORE_MA1466.2_n213,107
575,Atoh1,JASPAR_vertebrates_CORE_MA1467.3_n765,29
576,Atoh7,JASPAR_vertebrates_CORE_MA1468.1_n120,45
577,Bach2,JASPAR_vertebrates_CORE_MA1470.2_n217,72
578,Barx2,JASPAR_vertebrates_CORE_MA1471.2_n221,2
579,Bhlha15,JASPAR_vertebrates_CORE_MA1472.3_n769,7
580,Cdx4,JASPAR_vertebrates_CORE_MA1473.2_n233,10
581,Creb3l4,JASPAR_vertebrates_CORE_MA1474.2_n243,107
582,Creb3l4,JASPAR_vertebrates_CORE_MA1475.2_n244,81
583,Dlx5,JASPAR_vertebrates_CORE_MA1476.3_n776,95
584,Dmrta2,JASPAR_vertebrates_CORE_MA1478.2_n258,88
585,Dmrtc2,JASPAR_vertebrates_CORE_MA1479.2_n259,88
586,Dprx,JASPAR_vertebrates_CORE_MA1480.2_n260,96
587,Drgx,JASPAR_vertebrates_CORE_MA1481.2_n261,86
588,Elf2,JASPAR_vertebrates_CORE_MA1483.3_n275,83
589,Ets2,JASPAR_vertebrates_CORE_MA1484.2_n310,83
590,Ferd3l,JASPAR_vertebrates_CORE_MA1485.1_n121,39
591,Foxe1,JASPAR_vertebrates_CORE_MA1487.3_n363,41
592,Foxn3,JASPAR_vertebrates_CORE_MA1489.1_n122,5
593,Gli3,JASPAR_vertebrates_CORE_MA1491.3_n389,1
594,Hes6,JASPAR_vertebrates_CORE_MA1493.1_n123,46
595,Hnf4a,JASPAR_vertebrates_CORE_MA1494.2_n409,65
596,Hoxa1,JASPAR_vertebrates_CORE_MA1495.2_n280,106
597,Hoxa4,JASPAR_vertebrates_CORE_MA1496.2_n413,141
598,Hoxa6,JASPAR_vertebrates_CORE_MA1497.2_n414,141
599,Hoxa7,JASPAR_vertebrates_CORE_MA1498.3_n415,106
600,Hoxb4,JASPAR_vertebrates_CORE_MA1499.2_n420,106
601,Hoxb6,JASPAR_vertebrates_CORE_MA1500.2_n422,141
602,Hoxb7,JASPAR_vertebrates_CORE_MA1501.2_n423,141
603,Hoxb8,JASPAR_vertebrates_CORE_MA1502.2_n424,141
604,Hoxb9,JASPAR_vertebrates_CORE_MA1503.2_n425,104
605,Hoxc4,JASPAR_vertebrates_CORE_MA1504.2_n430,106
606,Hoxc8,JASPAR_vertebrates_CORE_MA1505.2_n431,106
607,Hoxd10,JASPAR_vertebrates_CORE_MA1506.2_n433,104
608,Hoxd4,JASPAR_vertebrates_CORE_MA1507.2_n437,106
609,Ikzf1,JASPAR_vertebrates_CORE_MA1508.2_n440,145
610,Irf6,JASPAR_vertebrates_CORE_MA1509.1_n124,24
611,Klf10,JASPAR_vertebrates_CORE_MA1511.2_n164,4
612,Klf11,JASPAR_vertebrates_CORE_MA1512.2_n452,77
613,Klf15,JASPAR_vertebrates_CORE_MA1513.2_n454,4
614,Klf17,JASPAR_vertebrates_CORE_MA1514.2_n455,14
615,Klf2,JASPAR_vertebrates_CORE_MA1515.2_n456,77
616,Klf3,JASPAR_vertebrates_CORE_MA1516.2_n457,77
617,Klf6,JASPAR_vertebrates_CORE_MA1517.2_n459,77
618,Lhx1,JASPAR_vertebrates_CORE_MA1518.3_n806,2
619,Lhx5,JASPAR_vertebrates_CORE_MA1519.2_n465,125
620,Maf,JASPAR_vertebrates_CORE_MA1520.2_n470,36
621,Mafa,JASPAR_vertebrates_CORE_MA1521.2_n473,36
622,Maz,JASPAR_vertebrates_CORE_MA1522.2_n478,4
623,Msantd3,JASPAR_vertebrates_CORE_MA1523.2_n493,69
624,Msgn1,JASPAR_vertebrates_CORE_MA1524.3_n814,19
625,Nfatc4,JASPAR_vertebrates_CORE_MA1525.3_n506,51
626,Nfic,JASPAR_vertebrates_CORE_MA1527.2_n510,82
627,Nfix,JASPAR_vertebrates_CORE_MA1528.2_n513,82
628,Nhlh2,JASPAR_vertebrates_CORE_MA1529.2_n518,110
629,Nkx6-3,JASPAR_vertebrates_CORE_MA1530.2_n526,55
630,Nr1d1,JASPAR_vertebrates_CORE_MA1531.2_n528,3
631,Nr1d2,JASPAR_vertebrates_CORE_MA1532.2_n165,3
632,Nr1i2,JASPAR_vertebrates_CORE_MA1533.2_n530,58
633,Nr1i3,JASPAR_vertebrates_CORE_MA1534.2_n531,28
634,Nr2c1,JASPAR_vertebrates_CORE_MA1535.2_n532,103
635,Nr2c2,JASPAR_vertebrates_CORE_MA1536.2_n534,103
636,Nr2f1,JASPAR_vertebrates_CORE_MA1537.2_n536,65
637,Nr2f1,JASPAR_vertebrates_CORE_MA1538.1_n125,117
638,Nr2f6,JASPAR_vertebrates_CORE_MA1539.1_n126,117
639,Nr5a1,JASPAR_vertebrates_CORE_MA1540.3_n833,6
640,Nr6a1,JASPAR_vertebrates_CORE_MA1541.2_n543,6
641,Osr1,JASPAR_vertebrates_CORE_MA1542.2_n547,149
642,Ovol1,JASPAR_vertebrates_CORE_MA1544.2_n551,23
643,Ovol2,JASPAR_vertebrates_CORE_MA1545.2_n552,23
644,Pax3,JASPAR_vertebrates_CORE_MA1546.2_n555,23
645,Pitx2,JASPAR_vertebrates_CORE_MA1547.2_n166,96
646,Plagl2,JASPAR_vertebrates_CORE_MA1548.2_n563,71
647,Pou6f1,JASPAR_vertebrates_CORE_MA1549.2_n574,55
648,Ppard,JASPAR_vertebrates_CORE_MA1550.2_n577,65
649,Rarb,JASPAR_vertebrates_CORE_MA1552.2_n584,113
650,Rarg,JASPAR_vertebrates_CORE_MA1553.2_n585,113
651,Rfx7,JASPAR_vertebrates_CORE_MA1554.2_n594,126
652,Rxrb,JASPAR_vertebrates_CORE_MA1555.1_n127,113
653,Rxrg,JASPAR_vertebrates_CORE_MA1556.1_n128,113
654,Smad5,JASPAR_vertebrates_CORE_MA1557.1_n129,49
655,Snai1,JASPAR_vertebrates_CORE_MA1558.2_n608,34
656,Snai3,JASPAR_vertebrates_CORE_MA1559.2_n610,34
657,Sohlh2,JASPAR_vertebrates_CORE_MA1560.2_n611,21
658,Sox12,JASPAR_vertebrates_CORE_MA1561.2_n613,35
659,Sox14,JASPAR_vertebrates_CORE_MA1562.2_n615,13
660,Sox18,JASPAR_vertebrates_CORE_MA1563.2_n167,143
661,Sp9,JASPAR_vertebrates_CORE_MA1564.2_n623,77
662,Tbx18,JASPAR_vertebrates_CORE_MA1565.2_n633,44
663,Tbx3,JASPAR_vertebrates_CORE_MA1566.3_n418,44
664,Tbx6,JASPAR_vertebrates_CORE_MA1567.3_n866,44
665,Tcf21,JASPAR_vertebrates_CORE_MA1568.2_n637,45
666,Tfap2e,JASPAR_vertebrates_CORE_MA1569.2_n651,92
667,Tfap4,JASPAR_vertebrates_CORE_MA1570.1_n130,45
668,Tgif2lx,JASPAR_vertebrates_CORE_MA1571.1_n131,87
669,Tgif2ly,JASPAR_vertebrates_CORE_MA1572.1_n132,87
670,Thap11,JASPAR_vertebrates_CORE_MA1573.2_n168,14
671,Thrb,JASPAR_vertebrates_CORE_MA1574.2_n660,65
672,Thrb,JASPAR_vertebrates_CORE_MA1575.2_n661,58
673,Thrb,JASPAR_vertebrates_CORE_MA1576.2_n662,6
674,Tlx2,JASPAR_vertebrates_CORE_MA1577.2_n663,86
675,Vezf1,JASPAR_vertebrates_CORE_MA1578.2_n672,71
676,Zbtb26,JASPAR_vertebrates_CORE_MA1579.2_n682,30
677,Zbtb32,JASPAR_vertebrates_CORE_MA1580.1_n133,35
678,Zbtb6,JASPAR_vertebrates_CORE_MA1581.2_n684,8
679,Zfp57,JASPAR_vertebrates_CORE_MA1583.2_n690,8
680,Zic5,JASPAR_vertebrates_CORE_MA1584.2_n692,1
681,Zkscan1,JASPAR_vertebrates_CORE_MA1585.2_n694,37
682,Znf135,JASPAR_vertebrates_CORE_MA1587.1_n134,14
683,Znf136,JASPAR_vertebrates_CORE_MA1588.1_n135,11
684,Znf140,JASPAR_vertebrates_CORE_MA1589.2_n697,27
685,Znf274,JASPAR_vertebrates_CORE_MA1592.2_n705,26
686,Znf317,JASPAR_vertebrates_CORE_MA1593.2_n708,43
687,Znf382,JASPAR_vertebrates_CORE_MA1594.1_n136,142
688,Znf460,JASPAR_vertebrates_CORE_MA1596.1_n137,32
689,Znf528,JASPAR_vertebrates_CORE_MA1597.1_n138,27
690,Znf682,JASPAR_vertebrates_CORE_MA1599.2_n730,70
691,Znf684,JASPAR_vertebrates_CORE_MA1600.2_n731,14
692,Znf75d,JASPAR_vertebrates_CORE_MA1601.2_n169,128
693,Zscan29,JASPAR_vertebrates_CORE_MA1602.2_n742,49
694,Dmrt1,JASPAR_vertebrates_CORE_MA1603.2_n778,13
695,Ebf2,JASPAR_vertebrates_CORE_MA1604.2_n780,111
696,Foxf1,JASPAR_vertebrates_CORE_MA1606.2_n785,5
697,Foxl2,JASPAR_vertebrates_CORE_MA1607.2_n787,134
698,Isl1,JASPAR_vertebrates_CORE_MA1608.2_n804,55
699,Plagl1,JASPAR_vertebrates_CORE_MA1615.2_n838,22
700,Prdm15,JASPAR_vertebrates_CORE_MA1616.2_n841,52
701,Ptf1a,JASPAR_vertebrates_CORE_MA1618.2_n844,29
702,Ptf1a,JASPAR_vertebrates_CORE_MA1619.2_n845,7
703,Ptf1a,JASPAR_vertebrates_CORE_MA1620.2_n846,34
704,Stat2,JASPAR_vertebrates_CORE_MA1623.2_n860,84
705,Stat5a,JASPAR_vertebrates_CORE_MA1624.2_n862,85
706,Stat5b,JASPAR_vertebrates_CORE_MA1625.2_n864,85
707,Wt1,JASPAR_vertebrates_CORE_MA1627.2_n871,71
708,Zic1::zic2,JASPAR_vertebrates_CORE_MA1628.2_n875,43
709,Zic2,JASPAR_vertebrates_CORE_MA1629.2_n876,43
710,Znf281,JASPAR_vertebrates_CORE_MA1630.3_n706,4
711,Ascl1,JASPAR_vertebrates_CORE_MA1631.2_n209,34
712,Atf2,JASPAR_vertebrates_CORE_MA1632.2_n210,129
713,Bach1,JASPAR_vertebrates_CORE_MA1633.2_n170,89
714,Batf,JASPAR_vertebrates_CORE_MA1634.2_n222,116
715,Bhlhe22,JASPAR_vertebrates_CORE_MA1635.2_n227,7
716,Cebpg,JASPAR_vertebrates_CORE_MA1636.2_n238,25
717,Ebf3,JASPAR_vertebrates_CORE_MA1637.2_n269,111
718,Hand2,JASPAR_vertebrates_CORE_MA1638.2_n398,29
719,Meis1,JASPAR_vertebrates_CORE_MA1639.2_n482,146
720,Meis2,JASPAR_vertebrates_CORE_MA1640.2_n483,146
721,Myf5,JASPAR_vertebrates_CORE_MA1641.2_n499,7
722,Neurog2,JASPAR_vertebrates_CORE_MA1642.2_n504,29
723,Nfib,JASPAR_vertebrates_CORE_MA1643.2_n508,82
724,Nfyc,JASPAR_vertebrates_CORE_MA1644.2_n517,98
725,Nkx2-2,JASPAR_vertebrates_CORE_MA1645.2_n519,69
726,Osr2,JASPAR_vertebrates_CORE_MA1646.2_n548,149
727,Prdm4,JASPAR_vertebrates_CORE_MA1647.3_n842,24
728,Tcf12,JASPAR_vertebrates_CORE_MA1648.2_n636,34
729,Zbtb12,JASPAR_vertebrates_CORE_MA1649.2_n679,24
730,Zbtb14,JASPAR_vertebrates_CORE_MA1650.2_n680,56
731,Zfp42,JASPAR_vertebrates_CORE_MA1651.2_n689,68
732,Zkscan5,JASPAR_vertebrates_CORE_MA1652.2_n696,20
733,Znf148,JASPAR_vertebrates_CORE_MA1653.2_n698,4
734,Znf16,JASPAR_vertebrates_CORE_MA1654.2_n699,32
735,Znf341,JASPAR_vertebrates_CORE_MA1655.2_n712,12
736,Znf449,JASPAR_vertebrates_CORE_MA1656.2_n719,70
737,Znf652,JASPAR_vertebrates_CORE_MA1657.2_n726,67
738,Foxa3,JASPAR_vertebrates_CORE_MA1683.2_n358,5
739,Foxn1,JASPAR_vertebrates_CORE_MA1684.1_n144,8
740,Dmrta1,JASPAR_vertebrates_CORE_MA1707.2_n257,88
741,Etv7,JASPAR_vertebrates_CORE_MA1708.2_n279,102
742,Zim3,JASPAR_vertebrates_CORE_MA1709.2_n693,84
743,Znf257,JASPAR_vertebrates_CORE_MA1710.2_n703,70
744,Znf343,JASPAR_vertebrates_CORE_MA1711.2_n713,14
745,Znf454,JASPAR_vertebrates_CORE_MA1712.2_n720,32
746,Znf610,JASPAR_vertebrates_CORE_MA1713.2_n725,71
747,Znf675,JASPAR_vertebrates_CORE_MA1714.2_n728,27
748,Znf707,JASPAR_vertebrates_CORE_MA1715.1_n142,14
749,Znf76,JASPAR_vertebrates_CORE_MA1716.2_n736,11
750,Znf784,JASPAR_vertebrates_CORE_MA1717.2_n738,37
751,Znf8,JASPAR_vertebrates_CORE_MA1718.1_n143,142
752,Znf816,JASPAR_vertebrates_CORE_MA1719.2_n739,14
753,Znf85,JASPAR_vertebrates_CORE_MA1720.2_n740,0
754,Znf93,JASPAR_vertebrates_CORE_MA1721.2_n741,110
755,Zscan31,JASPAR_vertebrates_CORE_MA1722.2_n743,27
756,Prdm9,JASPAR_vertebrates_CORE_MA1723.2_n580,32
757,Rfx6,JASPAR_vertebrates_CORE_MA1724.2_n848,126
758,Znf189,JASPAR_vertebrates_CORE_MA1725.2_n700,12
759,Znf331,JASPAR_vertebrates_CORE_MA1726.2_n711,15
760,Znf417,JASPAR_vertebrates_CORE_MA1727.2_n718,22
761,Znf549,JASPAR_vertebrates_CORE_MA1728.2_n722,15
762,Znf680,JASPAR_vertebrates_CORE_MA1729.2_n729,11
763,Znf708,JASPAR_vertebrates_CORE_MA1730.2_n734,15
764,Znf768,JASPAR_vertebrates_CORE_MA1731.2_n737,40
765,Bnc2,JASPAR_vertebrates_CORE_MA1928.2_n230,116
766,Ctcf,JASPAR_vertebrates_CORE_MA1929.2_n247,33
767,Ctcf,JASPAR_vertebrates_CORE_MA1930.2_n248,33
768,Elk1::hoxa1,JASPAR_vertebrates_CORE_MA1931.1_n145,48
769,Elk1::hoxb13,JASPAR_vertebrates_CORE_MA1932.2_n281,105
770,Elk1::srebf2,JASPAR_vertebrates_CORE_MA1933.2_n286,20
771,Erf::figla,JASPAR_vertebrates_CORE_MA1934.2_n296,97
772,Erf::foxi1,JASPAR_vertebrates_CORE_MA1935.2_n298,145
773,Erf::foxo1,JASPAR_vertebrates_CORE_MA1936.2_n299,38
774,Erf::hoxb13,JASPAR_vertebrates_CORE_MA1937.2_n300,105
775,Erf::nhlh1,JASPAR_vertebrates_CORE_MA1938.2_n302,110
